evaluation_id,category,score,model_version,date
2282,instruction_following,74.83,claude-3-opus,2026-02-25
2283,instruction_following,84.81,gpt-3.5-turbo,2026-02-25
2284,instruction_following,65.41,gpt-3.5-turbo,2026-02-25
2285,instruction_following,96.81,gpt-4-turbo,2026-02-25
2286,instruction_following,91.81,gpt-4,2026-02-25
2287,instruction_following,83.24,claude-3-opus,2026-02-25
2288,instruction_following,65.34,gpt-4-turbo,2026-02-25
2289,instruction_following,76.68,claude-3-opus,2026-02-25
2290,instruction_following,95.39,gpt-4-turbo,2026-02-25
2291,instruction_following,54.19,gpt-4,2026-02-25
2292,instruction_following,73.53,gpt-4,2026-02-25
2293,instruction_following,89.51,gpt-3.5-turbo,2026-02-25
2294,tool_calling,40.95,gpt-3.5-turbo,2026-02-25
2295,tool_calling,49.22,gpt-4,2026-02-25
2296,tool_calling,77.32,gpt-3.5-turbo,2026-02-25
2297,tool_calling,14.46,gpt-4,2026-02-25
2298,tool_calling,55.55,claude-3-opus,2026-02-25
2299,tool_calling,33.91,gpt-4,2026-02-25
2300,tool_calling,56.37,gpt-4-turbo,2026-02-25
2301,tool_calling,80.33,gpt-4-turbo,2026-02-25
2302,tool_calling,46.77,gpt-3.5-turbo,2026-02-25
2303,tool_calling,54.77,claude-3-opus,2026-02-25
2304,tool_calling,33.86,claude-3-opus,2026-02-25
2305,tool_calling,89.21,gpt-4-turbo,2026-02-25
2306,tool_calling,55.64,claude-3-opus,2026-02-25
2307,tool_calling,20.56,gpt-4,2026-02-25
2308,tool_calling,81.15,gpt-3.5-turbo,2026-02-25
2309,reasoning,85.07,claude-3-opus,2026-02-26
2310,reasoning,22.22,gpt-4,2026-02-26
2311,reasoning,21.74,gpt-3.5-turbo,2026-02-26
2312,reasoning,70.91,gpt-4,2026-02-26
2313,reasoning,14.43,claude-3-opus,2026-02-26
2314,reasoning,13.78,gpt-4,2026-02-26
2315,reasoning,9.28,gpt-3.5-turbo,2026-02-26
2316,knowledge,48.26,gpt-4-turbo,2026-02-26
2317,knowledge,83.99,gpt-3.5-turbo,2026-02-26
2318,knowledge,83.16,gpt-4,2026-02-26
2319,knowledge,51.16,gpt-4-turbo,2026-02-26
2320,knowledge,35.82,claude-3-opus,2026-02-26
2321,knowledge,83.78,gpt-4-turbo,2026-02-26
2322,knowledge,92.13,claude-3-opus,2026-02-26
2323,knowledge,66.68,gpt-3.5-turbo,2026-02-26
2324,knowledge,96.19,gpt-4-turbo,2026-02-26
2325,knowledge,59.14,gpt-3.5-turbo,2026-02-26
2326,knowledge,75.49,claude-3-opus,2026-02-26
2327,knowledge,83.31,gpt-4,2026-02-26
2328,knowledge,74.73,claude-3-opus,2026-02-26
2329,knowledge,100.0,gpt-3.5-turbo,2026-02-26
2330,code,83.21,claude-3-opus,2026-02-26
2331,code,22.04,gpt-4,2026-02-26
2332,code,39.79,claude-3-opus,2026-02-26
2333,code,55.81,gpt-4,2026-02-26
2334,code,46.26,claude-3-opus,2026-02-26
2335,code,48.72,gpt-4-turbo,2026-02-26
2336,code,69.32,gpt-3.5-turbo,2026-02-26
2337,code,32.89,gpt-3.5-turbo,2026-02-26
2338,code,27.02,claude-3-opus,2026-02-26
2339,code,19.96,gpt-4,2026-02-26
2340,code,47.73,gpt-4,2026-02-26
2341,code,80.68,gpt-4,2026-02-26
2342,instruction_following,54.99,claude-3-opus,2026-02-26
2343,instruction_following,55.82,gpt-3.5-turbo,2026-02-26
2344,instruction_following,58.22,gpt-3.5-turbo,2026-02-26
2345,instruction_following,58.74,claude-3-opus,2026-02-26
2346,instruction_following,92.11,gpt-3.5-turbo,2026-02-26
2347,tool_calling,16.04,gpt-4-turbo,2026-02-26
2348,tool_calling,51.33,gpt-4-turbo,2026-02-26
2349,tool_calling,62.68,claude-3-opus,2026-02-26
2350,tool_calling,61.39,claude-3-opus,2026-02-26
2351,tool_calling,63.5,gpt-3.5-turbo,2026-02-26
2352,reasoning,58.89,gpt-3.5-turbo,2026-02-27
2353,reasoning,89.13,gpt-4-turbo,2026-02-27
2354,reasoning,49.12,gpt-4-turbo,2026-02-27
2355,reasoning,63.0,gpt-4-turbo,2026-02-27
2356,reasoning,38.24,claude-3-opus,2026-02-27
2357,reasoning,31.49,gpt-4,2026-02-27
2358,reasoning,10.33,gpt-4-turbo,2026-02-27
2359,reasoning,16.11,gpt-4,2026-02-27
2360,reasoning,43.5,gpt-4,2026-02-27
2361,reasoning,46.67,gpt-4,2026-02-27
2362,knowledge,74.03,gpt-3.5-turbo,2026-02-27
2363,knowledge,64.54,claude-3-opus,2026-02-27
2364,knowledge,47.49,claude-3-opus,2026-02-27
2365,knowledge,73.51,gpt-3.5-turbo,2026-02-27
2366,knowledge,95.25,gpt-4,2026-02-27
2367,knowledge,89.85,claude-3-opus,2026-02-27
2368,knowledge,64.83,gpt-4,2026-02-27
2369,knowledge,61.68,gpt-3.5-turbo,2026-02-27
2370,knowledge,77.3,gpt-4-turbo,2026-02-27
2371,knowledge,32.51,gpt-3.5-turbo,2026-02-27
2372,knowledge,81.22,claude-3-opus,2026-02-27
2373,knowledge,86.6,gpt-4,2026-02-27
2374,knowledge,77.88,gpt-4,2026-02-27
2375,code,41.33,gpt-4,2026-02-27
2376,code,70.81,gpt-3.5-turbo,2026-02-27
2377,code,44.04,gpt-4-turbo,2026-02-27
2378,code,65.25,gpt-3.5-turbo,2026-02-27
2379,code,11.55,gpt-4,2026-02-27
2380,instruction_following,70.55,gpt-4,2026-02-27
2381,instruction_following,64.72,gpt-3.5-turbo,2026-02-27
2382,instruction_following,29.9,gpt-4,2026-02-27
2383,instruction_following,96.25,gpt-4,2026-02-27
2384,instruction_following,59.83,gpt-4-turbo,2026-02-27
2385,tool_calling,42.5,claude-3-opus,2026-02-27
2386,tool_calling,6.9,gpt-3.5-turbo,2026-02-27
2387,tool_calling,40.88,gpt-3.5-turbo,2026-02-27
2388,tool_calling,29.5,gpt-4,2026-02-27
2389,tool_calling,26.65,gpt-3.5-turbo,2026-02-27
2390,tool_calling,59.68,claude-3-opus,2026-02-27
2391,tool_calling,73.29,gpt-3.5-turbo,2026-02-27
2392,tool_calling,70.5,gpt-4,2026-02-27
2393,tool_calling,55.56,gpt-4,2026-02-27
2394,tool_calling,60.47,gpt-4,2026-02-27
2395,tool_calling,15.12,gpt-4,2026-02-27
2396,tool_calling,64.31,gpt-4,2026-02-27
2397,tool_calling,30.02,gpt-4-turbo,2026-02-27
2398,reasoning,24.6,gpt-3.5-turbo,2026-02-28
2399,reasoning,54.75,gpt-4-turbo,2026-02-28
2400,reasoning,24.91,gpt-4-turbo,2026-02-28
2401,reasoning,25.32,gpt-4-turbo,2026-02-28
2402,reasoning,31.67,gpt-4,2026-02-28
2403,reasoning,60.93,gpt-4-turbo,2026-02-28
2404,reasoning,34.08,gpt-4-turbo,2026-02-28
2405,reasoning,47.26,claude-3-opus,2026-02-28
2406,reasoning,54.84,gpt-4,2026-02-28
2407,reasoning,42.56,gpt-4,2026-02-28
2408,knowledge,78.52,gpt-4,2026-02-28
2409,knowledge,33.79,gpt-4,2026-02-28
2410,knowledge,55.23,gpt-3.5-turbo,2026-02-28
2411,knowledge,93.24,gpt-3.5-turbo,2026-02-28
2412,knowledge,34.62,gpt-3.5-turbo,2026-02-28
2413,knowledge,70.07,gpt-4,2026-02-28
2414,knowledge,62.68,gpt-3.5-turbo,2026-02-28
2415,knowledge,68.35,claude-3-opus,2026-02-28
2416,knowledge,72.91,gpt-4,2026-02-28
2417,knowledge,88.79,claude-3-opus,2026-02-28
2418,code,30.17,gpt-4,2026-02-28
2419,code,40.16,claude-3-opus,2026-02-28
2420,code,24.33,gpt-3.5-turbo,2026-02-28
2421,code,33.9,gpt-4,2026-02-28
2422,code,68.92,claude-3-opus,2026-02-28
2423,code,20.37,gpt-4,2026-02-28
2424,code,52.96,claude-3-opus,2026-02-28
2425,code,36.52,gpt-4-turbo,2026-02-28
2426,instruction_following,21.32,gpt-4,2026-02-28
2427,instruction_following,87.21,gpt-4-turbo,2026-02-28
2428,instruction_following,94.64,claude-3-opus,2026-02-28
2429,instruction_following,82.78,claude-3-opus,2026-02-28
2430,instruction_following,41.83,gpt-3.5-turbo,2026-02-28
2431,instruction_following,71.79,gpt-4,2026-02-28
2432,instruction_following,65.95,gpt-4-turbo,2026-02-28
2433,instruction_following,71.48,gpt-4,2026-02-28
2434,instruction_following,32.86,gpt-4,2026-02-28
2435,instruction_following,41.61,claude-3-opus,2026-02-28
2436,instruction_following,44.89,gpt-3.5-turbo,2026-02-28
2437,instruction_following,54.26,gpt-4,2026-02-28
2438,instruction_following,94.33,gpt-4,2026-02-28
2439,instruction_following,92.73,claude-3-opus,2026-02-28
2440,tool_calling,64.22,gpt-4-turbo,2026-02-28
2441,tool_calling,49.69,gpt-4,2026-02-28
2442,tool_calling,23.79,gpt-3.5-turbo,2026-02-28
2443,tool_calling,86.97,claude-3-opus,2026-02-28
2444,tool_calling,17.79,gpt-4-turbo,2026-02-28
2445,tool_calling,54.58,gpt-3.5-turbo,2026-02-28
2446,tool_calling,67.64,gpt-4-turbo,2026-02-28
2447,tool_calling,31.93,gpt-3.5-turbo,2026-02-28
2448,tool_calling,61.01,gpt-3.5-turbo,2026-02-28
2449,tool_calling,54.65,gpt-3.5-turbo,2026-02-28
2450,tool_calling,3.89,gpt-4-turbo,2026-02-28
2451,tool_calling,44.85,gpt-4,2026-02-28
2452,tool_calling,67.69,gpt-3.5-turbo,2026-02-28
2453,tool_calling,49.34,gpt-4,2026-02-28
2454,tool_calling,74.65,gpt-4-turbo,2026-02-28
2455,reasoning,20.95,gpt-4-turbo,2026-03-01
2456,reasoning,31.54,gpt-4-turbo,2026-03-01
2457,reasoning,34.22,gpt-4,2026-03-01
2458,reasoning,15.4,gpt-4-turbo,2026-03-01
2459,reasoning,7.72,gpt-3.5-turbo,2026-03-01
2460,reasoning,49.88,gpt-4-turbo,2026-03-01
2461,reasoning,11.06,gpt-3.5-turbo,2026-03-01
2462,reasoning,51.51,gpt-3.5-turbo,2026-03-01
2463,knowledge,93.59,claude-3-opus,2026-03-01
2464,knowledge,82.68,gpt-4,2026-03-01
2465,knowledge,76.63,gpt-4-turbo,2026-03-01
2466,knowledge,58.38,gpt-3.5-turbo,2026-03-01
2467,knowledge,74.41,gpt-3.5-turbo,2026-03-01
2468,knowledge,48.71,gpt-4-turbo,2026-03-01
2469,knowledge,51.7,gpt-4,2026-03-01
2470,knowledge,54.01,claude-3-opus,2026-03-01
2471,code,37.17,claude-3-opus,2026-03-01
2472,code,81.42,gpt-4-turbo,2026-03-01
2473,code,82.4,gpt-4,2026-03-01
2474,code,35.66,gpt-3.5-turbo,2026-03-01
2475,code,43.0,claude-3-opus,2026-03-01
2476,code,28.3,claude-3-opus,2026-03-01
2477,code,38.22,claude-3-opus,2026-03-01
2478,code,47.4,claude-3-opus,2026-03-01
2479,code,48.54,gpt-4,2026-03-01
2480,code,45.35,gpt-4-turbo,2026-03-01
2481,code,16.95,claude-3-opus,2026-03-01
2482,code,25.83,gpt-4-turbo,2026-03-01
2483,instruction_following,87.09,gpt-3.5-turbo,2026-03-01
2484,instruction_following,79.27,claude-3-opus,2026-03-01
2485,instruction_following,45.25,gpt-4,2026-03-01
2486,instruction_following,71.91,gpt-4-turbo,2026-03-01
2487,instruction_following,57.15,gpt-4-turbo,2026-03-01
2488,instruction_following,94.69,gpt-4,2026-03-01
2489,instruction_following,51.73,gpt-4,2026-03-01
2490,instruction_following,73.12,gpt-4-turbo,2026-03-01
2491,instruction_following,89.71,gpt-3.5-turbo,2026-03-01
2492,tool_calling,80.49,gpt-4-turbo,2026-03-01
2493,tool_calling,49.13,gpt-4,2026-03-01
2494,tool_calling,65.13,gpt-4-turbo,2026-03-01
2495,tool_calling,29.89,claude-3-opus,2026-03-01
2496,tool_calling,83.46,claude-3-opus,2026-03-01
2497,tool_calling,33.14,gpt-3.5-turbo,2026-03-01
2498,tool_calling,32.41,claude-3-opus,2026-03-01
2499,tool_calling,44.98,claude-3-opus,2026-03-01
2500,tool_calling,50.54,gpt-4,2026-03-01
2501,tool_calling,44.13,claude-3-opus,2026-03-01
2502,tool_calling,31.85,gpt-3.5-turbo,2026-03-01
2503,tool_calling,37.06,gpt-4-turbo,2026-03-01
2504,tool_calling,28.46,gpt-3.5-turbo,2026-03-01
2505,reasoning,35.51,gpt-3.5-turbo,2026-03-02
2506,reasoning,67.24,gpt-4,2026-03-02
2507,reasoning,59.2,gpt-3.5-turbo,2026-03-02
2508,reasoning,26.22,gpt-4,2026-03-02
2509,reasoning,47.62,gpt-3.5-turbo,2026-03-02
2510,reasoning,42.05,gpt-4,2026-03-02
2511,reasoning,18.63,gpt-4,2026-03-02
2512,reasoning,36.52,claude-3-opus,2026-03-02
2513,knowledge,67.94,gpt-3.5-turbo,2026-03-02
2514,knowledge,78.55,gpt-3.5-turbo,2026-03-02
2515,knowledge,95.07,claude-3-opus,2026-03-02
2516,knowledge,63.66,gpt-4-turbo,2026-03-02
2517,knowledge,71.79,claude-3-opus,2026-03-02
2518,knowledge,60.52,claude-3-opus,2026-03-02
2519,code,53.71,gpt-3.5-turbo,2026-03-02
2520,code,23.33,claude-3-opus,2026-03-02
2521,code,32.25,gpt-4,2026-03-02
2522,code,50.01,gpt-4-turbo,2026-03-02
2523,code,66.69,gpt-4,2026-03-02
2524,code,41.94,gpt-3.5-turbo,2026-03-02
2525,code,71.1,claude-3-opus,2026-03-02
2526,code,73.69,gpt-4,2026-03-02
2527,code,80.99,gpt-4,2026-03-02
2528,code,47.73,claude-3-opus,2026-03-02
2529,code,79.43,claude-3-opus,2026-03-02
2530,code,63.13,claude-3-opus,2026-03-02
2531,code,58.32,gpt-4,2026-03-02
2532,code,72.92,gpt-3.5-turbo,2026-03-02
2533,instruction_following,89.54,claude-3-opus,2026-03-02
2534,instruction_following,85.14,claude-3-opus,2026-03-02
2535,instruction_following,100.0,gpt-3.5-turbo,2026-03-02
2536,instruction_following,71.82,claude-3-opus,2026-03-02
2537,instruction_following,63.89,gpt-3.5-turbo,2026-03-02
2538,instruction_following,67.6,gpt-3.5-turbo,2026-03-02
2539,tool_calling,46.77,gpt-4-turbo,2026-03-02
2540,tool_calling,57.08,gpt-4,2026-03-02
2541,tool_calling,68.1,claude-3-opus,2026-03-02
2542,tool_calling,44.66,gpt-3.5-turbo,2026-03-02
2543,tool_calling,38.98,gpt-4-turbo,2026-03-02
2544,tool_calling,15.82,gpt-4-turbo,2026-03-02
2545,tool_calling,48.07,gpt-3.5-turbo,2026-03-02
2546,tool_calling,32.8,claude-3-opus,2026-03-02
2547,tool_calling,23.32,gpt-4-turbo,2026-03-02
2548,tool_calling,24.36,gpt-4-turbo,2026-03-02
2549,tool_calling,82.58,gpt-3.5-turbo,2026-03-02
2550,tool_calling,63.79,claude-3-opus,2026-03-02
2551,reasoning,49.35,claude-3-opus,2026-03-03
2552,reasoning,59.54,gpt-4-turbo,2026-03-03
2553,reasoning,46.1,gpt-4,2026-03-03
2554,reasoning,78.33,claude-3-opus,2026-03-03
2555,reasoning,62.07,gpt-4,2026-03-03
2556,reasoning,76.54,gpt-4,2026-03-03
2557,reasoning,19.29,gpt-4-turbo,2026-03-03
2558,reasoning,30.04,gpt-4-turbo,2026-03-03
2559,knowledge,83.31,gpt-3.5-turbo,2026-03-03
2560,knowledge,56.1,claude-3-opus,2026-03-03
2561,knowledge,69.37,claude-3-opus,2026-03-03
2562,knowledge,52.45,claude-3-opus,2026-03-03
2563,knowledge,90.47,gpt-4-turbo,2026-03-03
2564,knowledge,89.55,gpt-4-turbo,2026-03-03
2565,code,51.98,gpt-3.5-turbo,2026-03-03
2566,code,58.1,claude-3-opus,2026-03-03
2567,code,63.73,gpt-4,2026-03-03
2568,code,78.97,gpt-4-turbo,2026-03-03
2569,code,88.02,claude-3-opus,2026-03-03
2570,code,45.33,gpt-4,2026-03-03
2571,code,28.48,gpt-3.5-turbo,2026-03-03
2572,code,54.88,gpt-3.5-turbo,2026-03-03
2573,code,27.55,gpt-4-turbo,2026-03-03
2574,code,34.78,gpt-3.5-turbo,2026-03-03
2575,code,55.36,claude-3-opus,2026-03-03
2576,code,49.58,gpt-4,2026-03-03
2577,instruction_following,85.37,gpt-4-turbo,2026-03-03
2578,instruction_following,74.37,gpt-4-turbo,2026-03-03
2579,instruction_following,81.66,gpt-4-turbo,2026-03-03
2580,instruction_following,63.07,gpt-4-turbo,2026-03-03
2581,instruction_following,79.89,gpt-4,2026-03-03
2582,instruction_following,85.77,claude-3-opus,2026-03-03
2583,instruction_following,74.53,gpt-4-turbo,2026-03-03
2584,instruction_following,22.79,gpt-4-turbo,2026-03-03
2585,instruction_following,72.71,gpt-4-turbo,2026-03-03
2586,instruction_following,78.77,gpt-4,2026-03-03
2587,instruction_following,87.3,gpt-4,2026-03-03
2588,instruction_following,66.88,gpt-3.5-turbo,2026-03-03
2589,tool_calling,50.18,gpt-4-turbo,2026-03-03
2590,tool_calling,41.77,gpt-4,2026-03-03
2591,tool_calling,36.47,gpt-3.5-turbo,2026-03-03
2592,tool_calling,67.31,gpt-4,2026-03-03
2593,tool_calling,30.56,gpt-4-turbo,2026-03-03
2594,reasoning,68.4,gpt-4,2026-03-04
2595,reasoning,7.65,gpt-3.5-turbo,2026-03-04
2596,reasoning,48.78,claude-3-opus,2026-03-04
2597,reasoning,37.66,gpt-3.5-turbo,2026-03-04
2598,reasoning,29.4,claude-3-opus,2026-03-04
2599,reasoning,26.1,gpt-3.5-turbo,2026-03-04
2600,reasoning,34.86,gpt-4-turbo,2026-03-04
2601,reasoning,66.14,claude-3-opus,2026-03-04
2602,reasoning,34.44,gpt-4-turbo,2026-03-04
2603,reasoning,52.54,gpt-3.5-turbo,2026-03-04
2604,reasoning,69.58,claude-3-opus,2026-03-04
2605,reasoning,34.34,gpt-4,2026-03-04
2606,reasoning,85.34,gpt-3.5-turbo,2026-03-04
2607,reasoning,21.9,gpt-4,2026-03-04
2608,reasoning,7.57,gpt-3.5-turbo,2026-03-04
2609,knowledge,35.64,claude-3-opus,2026-03-04
2610,knowledge,42.66,gpt-4-turbo,2026-03-04
2611,knowledge,88.34,gpt-3.5-turbo,2026-03-04
2612,knowledge,20.58,gpt-4-turbo,2026-03-04
2613,knowledge,76.57,gpt-4,2026-03-04
2614,knowledge,61.47,gpt-4-turbo,2026-03-04
2615,knowledge,29.54,gpt-4,2026-03-04
2616,knowledge,49.02,claude-3-opus,2026-03-04
2617,knowledge,91.85,gpt-4,2026-03-04
2618,knowledge,90.8,gpt-4,2026-03-04
2619,code,75.6,claude-3-opus,2026-03-04
2620,code,61.32,claude-3-opus,2026-03-04
2621,code,62.19,gpt-3.5-turbo,2026-03-04
2622,code,70.05,gpt-4-turbo,2026-03-04
2623,code,65.27,gpt-4,2026-03-04
2624,code,42.47,gpt-4-turbo,2026-03-04
2625,code,32.66,gpt-4-turbo,2026-03-04
2626,code,23.58,gpt-3.5-turbo,2026-03-04
2627,code,28.01,gpt-3.5-turbo,2026-03-04
2628,code,28.23,gpt-3.5-turbo,2026-03-04
2629,code,46.93,claude-3-opus,2026-03-04
2630,code,55.33,gpt-4-turbo,2026-03-04
2631,instruction_following,68.97,gpt-4,2026-03-04
2632,instruction_following,81.64,gpt-4-turbo,2026-03-04
2633,instruction_following,57.74,gpt-4,2026-03-04
2634,instruction_following,72.63,gpt-4-turbo,2026-03-04
2635,instruction_following,82.05,gpt-3.5-turbo,2026-03-04
2636,instruction_following,69.0,gpt-4-turbo,2026-03-04
2637,tool_calling,59.76,gpt-4-turbo,2026-03-04
2638,tool_calling,63.27,gpt-4-turbo,2026-03-04
2639,tool_calling,49.08,gpt-3.5-turbo,2026-03-04
2640,tool_calling,50.1,gpt-3.5-turbo,2026-03-04
2641,tool_calling,21.16,gpt-4-turbo,2026-03-04
2642,tool_calling,60.63,gpt-3.5-turbo,2026-03-04
2643,tool_calling,14.44,gpt-3.5-turbo,2026-03-04
2644,tool_calling,55.88,gpt-4,2026-03-04
2645,tool_calling,52.36,gpt-4-turbo,2026-03-04
2646,tool_calling,76.0,gpt-4-turbo,2026-03-04
2647,tool_calling,25.36,gpt-4,2026-03-04
2648,reasoning,52.93,gpt-4-turbo,2026-03-05
2649,reasoning,22.17,claude-3-opus,2026-03-05
2650,reasoning,16.19,gpt-3.5-turbo,2026-03-05
2651,reasoning,12.07,claude-3-opus,2026-03-05
2652,reasoning,60.93,claude-3-opus,2026-03-05
2653,reasoning,7.59,claude-3-opus,2026-03-05
2654,reasoning,38.41,gpt-4-turbo,2026-03-05
2655,reasoning,28.12,claude-3-opus,2026-03-05
2656,knowledge,55.74,claude-3-opus,2026-03-05
2657,knowledge,59.35,gpt-4-turbo,2026-03-05
2658,knowledge,74.05,gpt-3.5-turbo,2026-03-05
2659,knowledge,72.91,gpt-4,2026-03-05
2660,knowledge,66.02,claude-3-opus,2026-03-05
2661,knowledge,68.34,claude-3-opus,2026-03-05
2662,knowledge,57.85,gpt-3.5-turbo,2026-03-05
2663,knowledge,83.18,gpt-4,2026-03-05
2664,knowledge,73.56,claude-3-opus,2026-03-05
2665,knowledge,62.81,claude-3-opus,2026-03-05
2666,knowledge,94.41,gpt-3.5-turbo,2026-03-05
2667,knowledge,48.71,gpt-3.5-turbo,2026-03-05
2668,code,90.73,claude-3-opus,2026-03-05
2669,code,43.75,gpt-3.5-turbo,2026-03-05
2670,code,47.52,gpt-4,2026-03-05
2671,code,53.8,gpt-3.5-turbo,2026-03-05
2672,code,10.71,gpt-3.5-turbo,2026-03-05
2673,instruction_following,88.58,gpt-4-turbo,2026-03-05
2674,instruction_following,48.18,claude-3-opus,2026-03-05
2675,instruction_following,65.09,gpt-4,2026-03-05
2676,instruction_following,89.03,gpt-4,2026-03-05
2677,instruction_following,76.74,gpt-4,2026-03-05
2678,instruction_following,60.48,gpt-4-turbo,2026-03-05
2679,instruction_following,74.51,gpt-3.5-turbo,2026-03-05
2680,tool_calling,44.63,claude-3-opus,2026-03-05
2681,tool_calling,8.38,gpt-3.5-turbo,2026-03-05
2682,tool_calling,48.89,claude-3-opus,2026-03-05
2683,tool_calling,49.59,gpt-3.5-turbo,2026-03-05
2684,tool_calling,65.24,gpt-3.5-turbo,2026-03-05
2685,tool_calling,35.95,gpt-3.5-turbo,2026-03-05
2686,tool_calling,57.28,gpt-4,2026-03-05
2687,tool_calling,50.71,gpt-4-turbo,2026-03-05
2688,tool_calling,77.74,gpt-3.5-turbo,2026-03-05
2689,tool_calling,14.73,gpt-4-turbo,2026-03-05
2690,tool_calling,54.55,gpt-4,2026-03-05
2691,tool_calling,46.63,gpt-3.5-turbo,2026-03-05
2692,tool_calling,63.11,claude-3-opus,2026-03-05
2693,tool_calling,38.4,gpt-3.5-turbo,2026-03-05
2694,reasoning,78.15,claude-3-opus,2026-03-06
2695,reasoning,60.56,gpt-4-turbo,2026-03-06
2696,reasoning,48.58,claude-3-opus,2026-03-06
2697,reasoning,61.77,gpt-4,2026-03-06
2698,reasoning,63.79,gpt-3.5-turbo,2026-03-06
2699,reasoning,33.57,claude-3-opus,2026-03-06
2700,reasoning,49.65,gpt-4-turbo,2026-03-06
2701,reasoning,42.82,claude-3-opus,2026-03-06
2702,reasoning,36.36,claude-3-opus,2026-03-06
2703,reasoning,53.13,gpt-4,2026-03-06
2704,reasoning,40.72,claude-3-opus,2026-03-06
2705,knowledge,79.46,gpt-4,2026-03-06
2706,knowledge,52.92,gpt-3.5-turbo,2026-03-06
2707,knowledge,82.23,claude-3-opus,2026-03-06
2708,knowledge,88.92,gpt-3.5-turbo,2026-03-06
2709,knowledge,67.64,gpt-4-turbo,2026-03-06
2710,knowledge,80.89,claude-3-opus,2026-03-06
2711,knowledge,89.99,gpt-4-turbo,2026-03-06
2712,code,45.42,gpt-4-turbo,2026-03-06
2713,code,89.47,gpt-4-turbo,2026-03-06
2714,code,7.35,gpt-3.5-turbo,2026-03-06
2715,code,56.32,gpt-4-turbo,2026-03-06
2716,code,13.85,gpt-3.5-turbo,2026-03-06
2717,code,78.36,claude-3-opus,2026-03-06
2718,code,64.83,claude-3-opus,2026-03-06
2719,code,62.18,gpt-3.5-turbo,2026-03-06
2720,code,67.59,gpt-4,2026-03-06
2721,code,44.59,gpt-4-turbo,2026-03-06
2722,code,70.21,claude-3-opus,2026-03-06
2723,code,58.77,claude-3-opus,2026-03-06
2724,code,4.65,gpt-4,2026-03-06
2725,instruction_following,70.89,gpt-3.5-turbo,2026-03-06
2726,instruction_following,72.93,claude-3-opus,2026-03-06
2727,instruction_following,77.65,gpt-4-turbo,2026-03-06
2728,instruction_following,91.66,gpt-3.5-turbo,2026-03-06
2729,instruction_following,66.75,claude-3-opus,2026-03-06
2730,instruction_following,97.62,claude-3-opus,2026-03-06
2731,instruction_following,82.62,gpt-4-turbo,2026-03-06
2732,instruction_following,85.29,gpt-3.5-turbo,2026-03-06
2733,instruction_following,42.68,claude-3-opus,2026-03-06
2734,instruction_following,82.4,gpt-4-turbo,2026-03-06
2735,instruction_following,89.3,gpt-4-turbo,2026-03-06
2736,instruction_following,79.8,gpt-4-turbo,2026-03-06
2737,instruction_following,70.18,gpt-4-turbo,2026-03-06
2738,tool_calling,42.13,gpt-4-turbo,2026-03-06
2739,tool_calling,71.13,claude-3-opus,2026-03-06
2740,tool_calling,64.73,gpt-4,2026-03-06
2741,tool_calling,49.45,gpt-3.5-turbo,2026-03-06
2742,tool_calling,56.68,gpt-4,2026-03-06
2743,tool_calling,22.56,gpt-4-turbo,2026-03-06
2744,tool_calling,71.16,gpt-3.5-turbo,2026-03-06
2745,tool_calling,19.85,gpt-4,2026-03-06
2746,tool_calling,38.88,gpt-4-turbo,2026-03-06
2747,tool_calling,47.35,gpt-3.5-turbo,2026-03-06
2748,tool_calling,78.01,gpt-4,2026-03-06
2749,tool_calling,54.53,gpt-4-turbo,2026-03-06
2750,tool_calling,45.67,claude-3-opus,2026-03-06
2751,reasoning,38.31,gpt-4,2026-03-07
2752,reasoning,32.97,gpt-4-turbo,2026-03-07
2753,reasoning,57.99,gpt-4,2026-03-07
2754,reasoning,75.29,claude-3-opus,2026-03-07
2755,reasoning,25.11,gpt-3.5-turbo,2026-03-07
2756,reasoning,68.57,claude-3-opus,2026-03-07
2757,reasoning,23.5,gpt-3.5-turbo,2026-03-07
2758,reasoning,32.56,gpt-3.5-turbo,2026-03-07
2759,reasoning,65.31,claude-3-opus,2026-03-07
2760,reasoning,53.49,gpt-4,2026-03-07
2761,reasoning,27.32,gpt-4,2026-03-07
2762,reasoning,6.47,claude-3-opus,2026-03-07
2763,reasoning,11.2,claude-3-opus,2026-03-07
2764,reasoning,36.93,claude-3-opus,2026-03-07
2765,knowledge,91.89,gpt-4,2026-03-07
2766,knowledge,56.39,gpt-4,2026-03-07
2767,knowledge,79.99,claude-3-opus,2026-03-07
2768,knowledge,76.57,gpt-4,2026-03-07
2769,knowledge,59.55,gpt-4,2026-03-07
2770,knowledge,58.32,gpt-3.5-turbo,2026-03-07
2771,knowledge,99.94,gpt-4-turbo,2026-03-07
2772,knowledge,81.49,gpt-4-turbo,2026-03-07
2773,knowledge,55.04,gpt-3.5-turbo,2026-03-07
2774,knowledge,67.58,claude-3-opus,2026-03-07
2775,knowledge,87.26,gpt-4,2026-03-07
2776,code,69.73,gpt-4-turbo,2026-03-07
2777,code,83.68,gpt-3.5-turbo,2026-03-07
2778,code,34.9,claude-3-opus,2026-03-07
2779,code,53.0,claude-3-opus,2026-03-07
2780,code,23.92,claude-3-opus,2026-03-07
2781,code,21.54,gpt-4-turbo,2026-03-07
2782,code,47.64,claude-3-opus,2026-03-07
2783,code,23.45,gpt-4-turbo,2026-03-07
2784,instruction_following,63.49,gpt-4,2026-03-07
